"id","wantedAuthNo","title","companyName","region","workType","payText","qualificationText","description","status","deadlineDate","postedDate","source","sourceProvider","sourceUrl","infoTypeCd","infoTypeGroup","createdAt","updatedAt"
"work24-20260713030741","20260713030741","2026년 창원문화재단 비상근 임원(이사·감사) 공개모집 공고","창원문화재단","","","회사내규에 따름","","2026년 창원문화재단 비상근 임원(이사·감사) 공개모집 공고 / 회사내규에 따름","active","2026-07-22","2026-07-15","work24","클린아이","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=20260713030741&infoTypeCd=CLE&infoTypeGroup=tb_workinfocle","CLE","tb_workinfocle","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-20260706010709","20260706010709","(재)김해문화관광재단 김해가야테마파크 주말 초단시간 노동자(의무실)...","김해문화관광재단","","","회사내규에 따름","","(재)김해문화관광재단 김해가야테마파크 주말 초단시간 노동자(의무실)... / 회사내규에 따름","active","2026-07-22","2026-07-15","work24","클린아이","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=20260706010709&infoTypeCd=CLE&infoTypeGroup=tb_workinfocle","CLE","tb_workinfocle","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-20260709020753","20260709020753","기간제근로자 수시 채용 공고","전주시시설관리공단","","","회사내규에 따름","","기간제근로자 수시 채용 공고 / 회사내규에 따름","active","2026-07-20","2026-07-15","work24","클린아이","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=20260709020753&infoTypeCd=CLE&infoTypeGroup=tb_workinfocle","CLE","tb_workinfocle","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-20260706100748","20260706100748","2026년 제2회 계룡시문화관광재단 기간제근로자(병영체험관 운영기획...","재단법인 계룡시문화관광재단","","","회사내규에 따름","","2026년 제2회 계룡시문화관광재단 기간제근로자(병영체험관 운영기획... / 회사내규에 따름","active","2026-07-22","2026-07-15","work24","클린아이","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=20260706100748&infoTypeCd=CLE&infoTypeGroup=tb_workinfocle","CLE","tb_workinfocle","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-54383525","54383525","(주)하이비스타 프렌차이즈 영업 상반기 채용공고","주식회사 하이비스타","서울 송파구","주5일","연봉 3,000 만원 ~ 3,000 만원","경력무관 대졸(2~3년)","(주)하이비스타 프렌차이즈 영업 상반기 채용공고 / 경력무관 대졸(2~3년) / 연봉 3,000 만원 ~ 3,000 만원 / 서울 송파구","active","2026-09-04","2026-07-15","work24","사람인","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54383525&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun","CSI","tb_workinfogubun","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-54416530","54416530","B2B영업 및 신규 고객 발굴 경력사원 채용(일본어 능통자)","스크럼코리아주식회사","서울 금천구","주5일","회사내규에 따름","경력2년 대졸(2~3년)","B2B영업 및 신규 고객 발굴 경력사원 채용(일본어 능통자) / 경력2년 대졸(2~3년) / 회사내규에 따름 / 서울 금천구","active","2026-08-08","2026-07-15","work24","사람인","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54416530&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun","CSI","tb_workinfogubun","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-54430314","54430314","대관령신협 신규/경력 직원 채용","대관령신용협동조합","강원 평창군","","연봉 3,700 만원 ~ 3,700 만원","경력무관 학력무관","대관령신협 신규/경력 직원 채용 / 경력무관 학력무관 / 연봉 3,700 만원 ~ 3,700 만원 / 강원 평창군","active","2026-08-05","2026-07-15","work24","사람인","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54430314&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun","CSI","tb_workinfogubun","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-54457835","54457835","(주)이엔비에어 회전익 조종사 채용","(주)이엔비에어","충북 단양군","","회사내규에 따름","경력5년 학력무관","(주)이엔비에어 회전익 조종사 채용 / 경력5년 학력무관 / 회사내규에 따름 / 충북 단양군","active","2026-08-31","2026-07-15","work24","사람인","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54457835&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun","CSI","tb_workinfogubun","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-298072","298072","2026년도 제3회 우정사업본부 우정9급(집배) 공무원 경력경쟁채용...","과학기술정보통신부 우정사업본부","","","회사내규에 따름","","2026년도 제3회 우정사업본부 우정9급(집배) 공무원 경력경쟁채용... / 회사내규에 따름","active","2026-07-27","2026-07-15","work24","나라일터","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=298072&infoTypeCd=GOJ&infoTypeGroup=tb_workinfonara","GOJ","tb_workinfonara","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-298063","298063","2026학년도 강화여자중학교 보건 기간제 교원 채용","인천광역시교육청 인천광역시강화교육지원청 강화여자중학교","","","회사내규에 따름","","2026학년도 강화여자중학교 보건 기간제 교원 채용 / 회사내규에 따름","active","2026-07-19","2026-07-15","work24","나라일터","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=298063&infoTypeCd=GOJ&infoTypeGroup=tb_workinfonara","GOJ","tb_workinfonara","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-54462934","54462934","[국도화학] 서부사업소 설비관리(전기/계장) 경력사원 채용","국도화학㈜","전북 익산시","","회사내규에 따름","경력3년 대졸(2~3년)","[국도화학] 서부사업소 설비관리(전기/계장) 경력사원 채용 / 경력3년 대졸(2~3년) / 회사내규에 따름 / 전북 익산시","active","2026-07-27","2026-07-15","work24","사람인","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54462934&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun","CSI","tb_workinfogubun","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-54462959","54462959","[온브릭스] 신선식품/신선과일 소싱MD 모집","온브릭스(주)농업회사법인","서울 강남구 등","주5일","회사내규에 따름","경력5년 학력무관","[온브릭스] 신선식품/신선과일 소싱MD 모집 / 경력5년 학력무관 / 회사내규에 따름 / 서울 강남구 등","active","2026-08-14","2026-07-15","work24","사람인","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54462959&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun","CSI","tb_workinfogubun","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-54463841","54463841","임요양병원 간호조무사 (3교대) 채용","임요양병원","울산 남구","","회사내규에 따름","경력무관 고졸","임요양병원 간호조무사 (3교대) 채용 / 경력무관 고졸 / 회사내규에 따름 / 울산 남구","active","2026-07-30","2026-07-15","work24","사람인","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54463841&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun","CSI","tb_workinfogubun","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-54464410","54464410","대전근로자건강센터 근골격계전문가 모집","(사)한국직업건강간호협회","대전 유성구","","월급 255 만원 ~ 255 만원","경력무관 대졸(2~3년)","대전근로자건강센터 근골격계전문가 모집 / 경력무관 대졸(2~3년) / 월급 255 만원 ~ 255 만원 / 대전 유성구","active","2026-07-21","2026-07-15","work24","사람인","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54464410&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun","CSI","tb_workinfogubun","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-54465024","54465024","[ 태양광/전기/신재생에너지 ] 공무, 사무행정 신입/경력자 모집","(주)세진엔지니어링","전남광주 광산구 등","주5일","회사내규에 따름","경력무관 학력무관","[ 태양광/전기/신재생에너지 ] 공무, 사무행정 신입/경력자 모집 / 경력무관 학력무관 / 회사내규에 따름 / 전남광주 광산구 등","active","2026-07-31","2026-07-15","work24","사람인","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54465024&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun","CSI","tb_workinfogubun","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-54465245","54465245","동부청과 영업부(경매 보조) 직원 채용","동부청과(주)","부산 해운대구","주5일","연봉 3,200 만원 ~ 3,200 만원","경력무관 고졸","동부청과 영업부(경매 보조) 직원 채용 / 경력무관 고졸 / 연봉 3,200 만원 ~ 3,200 만원 / 부산 해운대구","active","","2026-07-15","work24","사람인","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54465245&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun","CSI","tb_workinfogubun","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KF11172607140006","KF11172607140006","[재]순창발효관광재단 직원[기간제] 수시 채용 재공고","재단법인 순창발효관광재단","전라북도 순창군 순창읍","주5일 주 40시간 근로 09:00 ~ 18:00","월급 250 만원 이상","경력무관 학력무관","[재]순창발효관광재단 직원[기간제] 수시 채용 재공고 / 경력무관 학력무관 / 월급 250 만원 이상 / 전라북도 순창군 순창읍","active","2026-07-20","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF11172607140006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-K171112607140061","K171112607140061","밝고 따뜻한 마음으로 아이들의 성장을 돕는 담임보육교사를 찾습니다!","사랑채어린이집","충청북도 청주시 서원구","주5일 주 40시간 근로 08:30 ~ 17:30","월급 215 만원 ~ 215 만원","경력1년 고졸 ~ 대졸(4년)","밝고 따뜻한 마음으로 아이들의 성장을 돕는 담임보육교사를 찾습니다! / 경력1년 고졸 ~ 대졸(4년) / 월급 215 만원 ~ 215 만원 / 충청북도 청주시 서원구","active","2026-07-31","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K171112607140061&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-K120232607140023","K120232607140023","회계세무 경력자 채용(육아휴직 대체/1년 계약직)","농업회사법인아시아종묘(주)","서울특별시 송파구 양재대로","주5일 주 40시간 근로 09:00 ~ 18:00","연봉 4,000 만원 ~ 5,000 만원","경력8년 학력무관","회계세무 경력자 채용(육아휴직 대체/1년 계약직) / 경력8년 학력무관 / 연봉 4,000 만원 ~ 5,000 만원 / 서울특별시 송파구 양재대로","active","2026-09-13","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K120232607140023&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-K120232607140022","K120232607140022","[가락시장] 가락몰 나물집 배달직원 모집합니다","유한회사 푸움에마늘","서울특별시 송파구 양재대로","주6일 주 48시간 근로","월급 420 만원 ~ 420 만원","경력1년 학력무관","[가락시장] 가락몰 나물집 배달직원 모집합니다 / 경력1년 학력무관 / 월급 420 만원 ~ 420 만원 / 서울특별시 송파구 양재대로","active","2026-09-13","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K120232607140022&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-K120232607140021","K120232607140021","가락시장 오전 6시~9시 소분업무 파트타임 인력 채용","주식회사팜트럭","서울특별시 송파구 양재대로","주6일 주 14시간 근로 18:00 ~ 21:00","시급 15,000 원 ~ 20,000 원","경력무관 학력무관","가락시장 오전 6시~9시 소분업무 파트타임 인력 채용 / 경력무관 학력무관 / 시급 15,000 원 ~ 20,000 원 / 서울특별시 송파구 양재대로","active","2026-09-11","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K120232607140021&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KF10252607140002","KF10252607140002","조립 및 검사,포장원 모집/시흥여성새일본부 채용대행","주식회사큐네츠","경기도 시흥시 엠티브이25로20번길","주5일 09:00 ~ 18:00","시급 10,815 원 ~ 10,815 원","경력2년 학력무관","조립 및 검사,포장원 모집/시흥여성새일본부 채용대행 / 경력2년 학력무관 / 시급 10,815 원 ~ 10,815 원 / 경기도 시흥시 엠티브이25로20번길","active","2026-09-13","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10252607140002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KF10122607140009","KF10122607140009","재가요양보호사 (성남초등학교인근)","실버웰노인복지센터","대구광역시 달서구 성당로47길","주3일 주 9시간 근로 09:00 ~ 12:00","시급 10,320 원 이상","경력무관 학력무관","재가요양보호사 (성남초등학교인근) / 경력무관 학력무관 / 시급 10,320 원 이상 / 대구광역시 달서구 성당로47길","active","2026-07-28","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10122607140009&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KF10122607140008","KF10122607140008","재가요양보호사 (동천동)","실버웰노인복지센터","대구광역시 북구 대천로","주3일 주 9시간 근로 15:00 ~ 18:00","시급 10,320 원 이상","경력무관 학력무관","재가요양보호사 (동천동) / 경력무관 학력무관 / 시급 10,320 원 이상 / 대구광역시 북구 대천로","active","2026-07-28","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10122607140008&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KJGF002607140006","KJGF002607140006","★남구 장생포 선박물품 재고관리원 채용[중구일자리지원센터 채용대행]...","（주）대주마린","울산광역시 남구 장생포고래로125번길","주5일 주 40시간 근로","월급 235 만원 이상","경력무관 학력무관","★남구 장생포 선박물품 재고관리원 채용[중구일자리지원센터 채용대행]... / 경력무관 학력무관 / 월급 235 만원 이상 / 울산광역시 남구 장생포고래로125번길","active","2026-09-13","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJGF002607140006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KF10252607140001","KF10252607140001","자동차부품 검사포장 업무 /채용대행/인턴지원금 희망업체/시흥여성새일...","(주)서울정밀","경기도 시흥시 옥구천서로237번길","주5일 주 40시간 근로","월급 233 만원 ~ 233 만원","경력무관 학력무관","자동차부품 검사포장 업무 /채용대행/인턴지원금 희망업체/시흥여성새일... / 경력무관 학력무관 / 월급 233 만원 ~ 233 만원 / 경기도 시흥시 옥구천서로237번길","active","2026-09-13","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10252607140001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KF11152607140002","KF11152607140002","교육지원팀 간사 모집","여수여성인력개발센터","전남광주통합특별시 여수시 시청로","주5일 주 40시간 근로 09:00 ~ 18:00","월급 228 만원 이상","경력무관 학력무관","교육지원팀 간사 모집 / 경력무관 학력무관 / 월급 228 만원 이상 / 전남광주통합특별시 여수시 시청로","active","2026-07-27","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF11152607140002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KJGF002607140005","KJGF002607140005","★북구 중산동 소재 아파트 미화원 채용 ...","(주)신한종합관리","울산광역시 북구 중산서로","주6일 주 33시간 근로","시급 10,320 원 이상","경력무관 학력무관","★북구 중산동 소재 아파트 미화원 채용 ... / 경력무관 학력무관 / 시급 10,320 원 이상 / 울산광역시 북구 중산서로","active","2026-09-13","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJGF002607140005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KJGF002607140004","KJGF002607140004","★중구 성안동 주간보호센터 (시간제) 운전원 채용[중구일자리지원센터...","울산한우리노인복지시설","울산광역시 중구 성안14길","주5일 주 10시간 근로","시급 10,600 원 이상","경력무관 학력무관","★중구 성안동 주간보호센터 (시간제) 운전원 채용[중구일자리지원센터... / 경력무관 학력무관 / 시급 10,600 원 이상 / 울산광역시 중구 성안14길","active","2026-09-13","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJGF002607140004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KJGF002607140003","KJGF002607140003","◆남구 달동 방문요양보호사 채용 [중구일자리지원센터 채용대행]◆","울산한우리노인복지시설","울산광역시 남구 번영로107번길","주6일 09:00 ~ 12:00","시급 13,000 원 이상","경력무관 학력무관","◆남구 달동 방문요양보호사 채용 [중구일자리지원센터 채용대행]◆ / 경력무관 학력무관 / 시급 13,000 원 이상 / 울산광역시 남구 번영로107번길","active","2026-09-13","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJGF002607140003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KJGF002607140002","KJGF002607140002","★중구 성안동 노인복지시설 요양보호사 채용[중구일자리지원센터 채용대...","울산한우리노인복지시설","울산광역시 중구 성안14길","주5일","시급 10,320 원 이상","경력무관 학력무관","★중구 성안동 노인복지시설 요양보호사 채용[중구일자리지원센터 채용대... / 경력무관 학력무관 / 시급 10,320 원 이상 / 울산광역시 중구 성안14길","active","2026-09-13","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJGF002607140002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KF10482607140003","KF10482607140003","카페 운영 직원 모집","주식회사경주세계자동차박물관","경상북도 경주시 보문로","주5일 주 40시간 근로 09:30 ~ 18:30","월급 220 만원 이상","경력무관 학력무관","카페 운영 직원 모집 / 경력무관 학력무관 / 월급 220 만원 이상 / 경상북도 경주시 보문로","active","2026-09-13","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10482607140003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-KF11032607140005","KF11032607140005","주야간 보호센터 요양보호사 구인","스마일복지센터","서울특별시 은평구 통일로","주5일 주 40시간 근로 10:00 ~ 19:00","월급 220 만원 ~ 220 만원","경력무관 학력무관","주야간 보호센터 요양보호사 구인 / 경력무관 학력무관 / 월급 220 만원 ~ 220 만원 / 서울특별시 은평구 통일로","active","2026-09-13","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF11032607140005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
"work24-K150012607140107","K150012607140107","생산직사원모집","주식회사 상명에스피","인천광역시 남동구 앵고개로654번길","주5일 08:00 ~ 17:00","시급 10,320 원 이상","경력무관 학력무관","생산직사원모집 / 경력무관 학력무관 / 시급 10,320 원 이상 / 인천광역시 남동구 앵고개로654번길","active","2026-09-13","2026-07-14","work24","고용24","https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K150012607140107&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet","VALIDATION","tb_workinfoworknet","2026-07-15T00:00:00+09:00","2026-07-15T00:00:00+09:00"
